State,Year,Region,Age_Group,Gender,Literacy_Rate (%),Dropout_Rate (%),Internet_Access (%),Govt_Education_Spending (₹ per student),Teacher_Student_Ratio
Punjab,2016,Urban,Below 15,Female,72.84,15.78,75.96,3902.04,27.76
Punjab,2016,Rural,Below 15,Female,48.97,15.46,61.68,5048.23,41.22
Punjab,2016,Urban,15-24,Male,78.97,22.73,67.1,5677.27,29.83
Punjab,2016,Rural,15-24,Male,79.07,29.38,42.1,4674.71,40.31
Punjab,2016,Urban,15-24,Female,75.67,9.4,95.0,4124.19,31.27
Punjab,2016,Rural,15-24,Female,78.56,18.96,29.88,4702.99,15.66
Punjab,2016,Urban,Above 24,Male,75.12,11.23,65.95,3265.24,42.75
Punjab,2016,Rural,Above 24,Male,69.04,23.16,41.1,3795.99,32.15
Punjab,2016,Urban,Above 24,Female,70.84,4.11,92.05,4002.18,15.28
Punjab,2016,Rural,Above 24,Female,76.28,13.48,35.88,3087.69,43.93
Punjab,2017,Urban,Below 15,Male,65.11,10.29,83.69,4837.37,29.52
Punjab,2017,Rural,Below 15,Male,50.98,11.95,47.82,3870.26,31.63
Punjab,2017,Urban,Below 15,Female,79.82,14.81,51.61,6257.32,36.14
Punjab,2017,Rural,Below 15,Female,62.98,21.45,80.48,3349.02,28.2
Punjab,2017,Urban,15-24,Male,58.22,16.96,75.48,4468.67,24.76
Punjab,2017,Rural,15-24,Male,51.5,23.87,66.83,4027.19,33.52
Punjab,2017,Urban,15-24,Female,61.32,18.29,64.1,3890.07,23.92
Punjab,2017,Rural,15-24,Female,63.06,23.91,25.32,4182.31,29.67
Punjab,2017,Urban,Above 24,Male,67.01,18.98,57.2,3964.45,22.17
Punjab,2017,Rural,Above 24,Male,85.98,18.76,30.95,5384.99,31.61
Punjab,2017,Urban,Above 24,Female,75.57,8.28,58.76,4770.21,25.64
Punjab,2017,Rural,Above 24,Female,81.17,9.65,68.04,4410.94,32.39
Punjab,2018,Urban,Below 15,Male,86.33,6.85,82.96,2333.96,24.24
Punjab,2018,Rural,Below 15,Male,58.76,9.73,41.78,4808.6,35.62
Punjab,2018,Urban,Below 15,Female,75.41,6.67,75.54,4599.43,37.49
Punjab,2018,Rural,Below 15,Female,70.77,16.15,31.54,3977.64,25.6
Punjab,2018,Urban,15-24,Male,78.85,17.34,80.73,4459.11,30.13
Punjab,2018,Rural,15-24,Male,73.43,19.42,31.12,3095.65,24.44
Punjab,2018,Urban,15-24,Female,81.73,12.49,66.43,4873.15,34.17
Punjab,2018,Rural,15-24,Female,56.2,26.99,61.91,3596.12,23.41
Punjab,2018,Urban,Above 24,Male,89.91,9.27,36.7,3380.25,28.01
Punjab,2018,Rural,Above 24,Male,56.37,13.93,45.49,5669.8,27.68
Punjab,2018,Urban,Above 24,Female,83.73,17.14,91.51,4727.8,15.0
Punjab,2018,Rural,Above 24,Female,67.61,21.24,43.78,5895.67,36.88
Punjab,2019,Urban,Below 15,Male,83.68,15.43,75.0,2505.75,26.01
Punjab,2019,Rural,Below 15,Male,79.97,11.96,41.65,3664.13,44.27
Punjab,2019,Urban,Below 15,Female,89.81,5.58,72.21,3955.6,34.92
Punjab,2019,Rural,Below 15,Female,68.1,20.06,49.98,6848.32,21.78
Punjab,2019,Urban,15-24,Male,64.89,14.03,46.48,3306.03,21.99
Punjab,2019,Rural,15-24,Male,62.78,17.23,52.77,4095.05,28.56
Punjab,2019,Urban,15-24,Female,85.94,12.17,66.03,4792.61,15.0
Punjab,2019,Rural,15-24,Female,43.15,23.73,52.38,6151.38,31.26
Punjab,2019,Urban,Above 24,Male,86.2,9.02,74.46,5833.81,15.0
Punjab,2019,Rural,Above 24,Male,72.14,26.68,49.23,5820.46,24.97
Punjab,2019,Urban,Above 24,Female,72.68,10.17,36.74,3565.46,21.22
Punjab,2019,Rural,Above 24,Female,71.22,20.36,49.86,5159.28,28.69
Punjab,2020,Urban,Below 15,Male,90.02,10.04,70.87,4287.53,35.48
Punjab,2020,Rural,Below 15,Male,63.79,20.88,28.02,3620.87,35.5
Punjab,2020,Urban,Below 15,Female,72.11,7.73,83.35,4014.19,28.4
Punjab,2020,Rural,Below 15,Female,76.99,23.7,68.59,4274.3,39.85
Punjab,2020,Urban,15-24,Male,72.51,11.47,34.74,5838.29,23.09
Punjab,2020,Rural,15-24,Male,70.73,17.45,55.43,4199.49,19.56
Punjab,2020,Urban,15-24,Female,81.42,8.83,57.44,2814.49,18.61
Punjab,2020,Rural,15-24,Female,68.79,12.18,22.78,4498.1,25.65
Punjab,2020,Urban,Above 24,Male,97.92,19.17,56.98,4945.71,35.99
Punjab,2020,Rural,Above 24,Male,62.03,8.52,44.82,4361.72,26.51
Punjab,2020,Urban,Above 24,Female,77.42,6.25,52.72,4587.27,33.09
Punjab,2020,Rural,Above 24,Female,51.23,20.64,18.44,4037.51,27.94
Punjab,2021,Urban,Below 15,Male,71.64,7.17,95.0,3819.29,49.53
Punjab,2021,Rural,Below 15,Male,72.37,16.46,52.14,6523.94,22.05
Punjab,2021,Urban,Below 15,Female,61.8,6.23,70.48,3119.38,30.18
Punjab,2021,Rural,Below 15,Female,79.94,16.76,40.61,4005.47,37.19
Punjab,2021,Urban,15-24,Male,73.74,25.23,95.0,4705.4,29.91
Punjab,2021,Rural,15-24,Male,82.31,27.47,32.91,4078.76,19.42
Punjab,2021,Urban,15-24,Female,81.09,19.33,49.75,4135.84,19.22
Punjab,2021,Rural,15-24,Female,58.01,24.76,34.0,4259.34,16.98
Punjab,2021,Urban,Above 24,Male,79.87,9.78,59.07,4348.79,31.44
Punjab,2021,Rural,Above 24,Male,59.85,8.62,72.08,3993.38,29.23
Punjab,2021,Urban,Above 24,Female,83.11,27.65,51.33,4859.86,24.34
Punjab,2021,Rural,Above 24,Female,57.61,12.4,28.12,4466.97,18.2
Punjab,2022,Urban,Below 15,Male,87.47,10.28,76.34,4127.05,27.06
Punjab,2022,Rural,Below 15,Male,70.88,10.18,39.63,3812.31,22.88
Punjab,2022,Urban,Below 15,Female,51.9,16.7,59.7,5430.7,38.55
Punjab,2022,Rural,Below 15,Female,50.14,10.56,83.41,5900.74,29.75
Punjab,2022,Urban,15-24,Male,84.57,12.85,76.49,3926.25,15.0
Punjab,2022,Rural,15-24,Male,58.78,22.11,28.03,4446.18,21.4
Punjab,2022,Urban,15-24,Female,69.18,20.27,73.71,4492.27,37.03
Punjab,2022,Rural,15-24,Female,71.81,29.23,38.1,4156.29,19.59
Punjab,2022,Urban,Above 24,Male,73.71,14.82,89.5,5268.24,15.65
Punjab,2022,Rural,Above 24,Male,78.83,6.81,58.47,4205.77,35.62
Punjab,2022,Urban,Above 24,Female,59.68,15.86,48.03,3965.24,22.02
Punjab,2022,Rural,Above 24,Female,45.46,16.47,72.09,6633.52,30.78
Punjab,2023,Urban,Below 15,Male,89.17,11.16,77.48,4226.28,31.56
Punjab,2023,Rural,Below 15,Male,73.37,13.11,43.84,4453.26,36.61
Punjab,2023,Urban,Below 15,Female,62.34,9.74,95.0,5431.25,40.79
Punjab,2023,Rural,Below 15,Female,63.24,17.6,60.03,5748.2,15.0
Punjab,2023,Urban,15-24,Male,68.85,22.55,65.85,3962.62,19.97
Punjab,2023,Rural,15-24,Male,66.45,14.99,76.37,4482.05,29.54
Punjab,2023,Urban,15-24,Female,82.88,20.81,84.19,5358.9,24.95
Punjab,2023,Rural,15-24,Female,64.02,25.85,37.09,4495.91,33.19
Punjab,2023,Urban,Above 24,Male,85.85,1.11,80.72,4313.02,35.66
Punjab,2023,Rural,Above 24,Male,75.77,24.04,65.3,5577.26,41.55
Punjab,2023,Urban,Above 24,Female,75.91,10.16,83.09,5085.66,27.53
Punjab,2023,Rural,Above 24,Female,67.05,15.82,32.19,5532.37,30.44
Haryana,2015,Urban,Below 15,Male,98.49,1.87,61.65,4526.11,39.1
Haryana,2015,Rural,Below 15,Male,71.99,17.55,28.09,3574.45,32.58
Haryana,2015,Urban,Below 15,Female,59.36,7.34,77.51,3714.14,42.84
Haryana,2015,Rural,Below 15,Female,75.24,8.14,31.01,2671.38,23.74
Haryana,2015,Urban,15-24,Male,89.66,13.93,76.91,3282.13,36.38
Haryana,2015,Rural,15-24,Male,66.45,22.06,43.61,3482.76,20.78
Haryana,2015,Urban,15-24,Female,86.68,17.99,85.75,4759.73,31.14
Haryana,2015,Rural,15-24,Female,49.74,20.65,44.59,6062.49,35.5
Haryana,2015,Urban,Above 24,Male,93.36,12.99,59.33,4593.7,31.89
Haryana,2015,Rural,Above 24,Male,58.61,14.08,41.91,5784.5,15.0
Haryana,2015,Urban,Above 24,Female,85.06,5.32,49.42,5443.95,35.86
Haryana,2015,Rural,Above 24,Female,75.55,20.0,75.9,4946.98,28.75
Haryana,2016,Urban,Below 15,Male,81.43,16.22,58.31,3978.49,27.53
Haryana,2016,Rural,Below 15,Male,46.95,16.69,16.71,4542.45,36.92
Haryana,2016,Urban,Below 15,Female,68.23,18.39,48.09,5453.01,35.4
Haryana,2016,Rural,Below 15,Female,45.84,29.55,44.04,3798.01,18.74
Haryana,2016,Urban,15-24,Male,79.8,15.36,71.54,4261.76,35.07
Haryana,2016,Rural,15-24,Male,68.12,12.33,42.76,2606.02,32.83
Haryana,2016,Urban,15-24,Female,67.21,16.82,89.71,3741.0,38.49
Haryana,2016,Rural,15-24,Female,62.67,30.77,39.52,3827.61,35.5
Haryana,2016,Urban,Above 24,Male,73.64,5.79,62.83,4464.31,40.74
Haryana,2016,Rural,Above 24,Male,48.66,16.12,54.37,4654.76,40.48
Haryana,2016,Urban,Above 24,Female,72.26,9.08,78.88,4579.45,26.88
Haryana,2016,Rural,Above 24,Female,68.16,12.74,35.83,4077.6,40.82
Haryana,2017,Urban,Below 15,Male,45.79,11.98,70.51,3155.3,32.48
Haryana,2017,Rural,Below 15,Male,72.76,18.95,10.0,5593.11,24.1
Haryana,2017,Urban,Below 15,Female,79.87,13.71,56.85,5028.37,26.92
Haryana,2017,Rural,Below 15,Female,42.29,21.84,33.37,3816.41,26.78
Haryana,2017,Urban,15-24,Male,84.72,15.71,78.22,3428.41,24.06
Haryana,2017,Rural,15-24,Male,70.84,31.49,43.29,5368.18,30.31
Haryana,2017,Urban,15-24,Female,72.16,14.77,67.47,4982.92,41.0
Haryana,2017,Rural,15-24,Female,70.6,27.94,30.53,4168.3,24.21
Haryana,2017,Urban,Above 24,Male,81.14,8.21,80.95,3755.2,30.34
Haryana,2017,Rural,Above 24,Male,74.87,5.67,76.82,4273.48,15.0
Haryana,2017,Urban,Above 24,Female,74.58,10.17,68.77,5292.95,35.98
Haryana,2017,Rural,Above 24,Female,65.98,18.25,43.43,5920.39,18.17
Haryana,2018,Urban,Below 15,Male,79.4,10.33,82.2,3824.92,16.05
Haryana,2018,Rural,Below 15,Male,69.57,17.41,67.34,3483.71,39.24
Haryana,2018,Urban,Below 15,Female,96.67,8.11,50.64,4174.42,30.11
Haryana,2018,Rural,Below 15,Female,68.64,13.04,68.33,3608.37,16.09
Haryana,2018,Urban,15-24,Male,93.07,4.63,66.94,6994.14,29.9
Haryana,2018,Rural,15-24,Male,60.79,21.71,44.24,4628.52,35.3
Haryana,2018,Urban,15-24,Female,66.61,24.44,73.68,5081.44,24.97
Haryana,2018,Rural,15-24,Female,79.86,20.71,49.16,3753.52,22.02
Haryana,2018,Urban,Above 24,Male,84.88,7.78,57.19,3985.45,35.59
Haryana,2018,Rural,Above 24,Male,61.71,15.41,45.23,2966.12,18.23
Haryana,2018,Urban,Above 24,Female,76.36,6.31,85.85,5273.45,35.75
Haryana,2018,Rural,Above 24,Female,81.2,15.58,54.73,4032.48,49.62
Haryana,2019,Urban,Below 15,Male,97.84,10.06,75.8,5587.44,28.82
Haryana,2019,Rural,Below 15,Male,61.43,20.37,46.18,4646.4,23.33
Haryana,2019,Urban,Below 15,Female,55.82,11.18,83.57,4319.35,41.49
Haryana,2019,Rural,Below 15,Female,55.96,10.73,43.99,4433.93,36.16
Haryana,2019,Urban,15-24,Male,74.25,22.84,95.0,4468.68,40.0
Haryana,2019,Rural,15-24,Male,61.44,27.38,60.71,5190.75,29.88
Haryana,2019,Urban,15-24,Female,47.46,12.79,60.61,3717.4,30.98
Haryana,2019,Rural,15-24,Female,62.81,17.88,29.12,3927.59,38.97
Haryana,2019,Urban,Above 24,Male,71.39,7.43,63.15,4771.19,33.65
Haryana,2019,Rural,Above 24,Male,37.55,21.11,66.55,3659.85,22.22
Haryana,2019,Urban,Above 24,Female,68.5,6.22,73.36,2942.78,21.06
Haryana,2019,Rural,Above 24,Female,78.39,11.36,63.65,4784.27,15.53
Haryana,2020,Urban,Below 15,Male,84.35,9.41,63.17,4695.97,33.8
Haryana,2020,Rural,Below 15,Male,75.08,21.89,51.12,3399.49,26.21
Haryana,2020,Urban,Below 15,Female,99.0,13.62,95.0,5616.35,31.93
Haryana,2020,Rural,Below 15,Female,66.01,15.82,18.93,4514.44,39.69
Haryana,2020,Urban,15-24,Male,76.0,18.06,82.77,3772.26,26.39
Haryana,2020,Rural,15-24,Male,61.82,17.89,25.69,3779.64,41.36
Haryana,2020,Urban,15-24,Female,67.85,16.63,62.46,5443.09,40.49
Haryana,2020,Rural,15-24,Female,75.64,23.53,41.53,3546.5,45.55
Haryana,2020,Urban,Above 24,Male,70.4,13.32,85.89,4055.78,38.3
Haryana,2020,Rural,Above 24,Male,75.64,24.64,37.96,3471.31,25.96
Haryana,2020,Urban,Above 24,Female,75.09,10.29,64.1,2972.64,33.76
Haryana,2020,Rural,Above 24,Female,82.72,18.32,54.14,4957.96,33.18
Haryana,2021,Urban,Below 15,Male,87.32,11.98,65.31,3863.21,28.01
Haryana,2021,Rural,Below 15,Male,71.14,14.42,49.72,4851.32,36.67
Haryana,2021,Urban,Below 15,Female,85.83,10.39,50.38,4223.92,30.35
Haryana,2021,Rural,Below 15,Female,44.64,22.94,47.14,4805.08,40.92
Haryana,2021,Urban,15-24,Male,75.7,18.87,68.35,4352.73,23.82
Haryana,2021,Rural,15-24,Male,88.66,20.12,55.49,2999.99,39.44
Haryana,2021,Urban,15-24,Female,87.52,16.49,66.6,4820.0,48.31
Haryana,2021,Rural,15-24,Female,49.37,25.91,31.33,4484.07,28.02
Haryana,2021,Urban,Above 24,Male,73.72,9.95,52.99,5323.34,15.65
Haryana,2021,Rural,Above 24,Male,73.4,14.37,27.44,4661.91,17.54
Haryana,2021,Urban,Above 24,Female,73.4,2.89,76.92,3760.51,26.39
Haryana,2021,Rural,Above 24,Female,65.94,12.14,44.13,3288.94,35.05
Haryana,2022,Urban,Below 15,Male,95.65,23.96,71.37,5130.56,15.75
Haryana,2022,Rural,Below 15,Male,83.03,19.88,37.74,5489.74,27.96
Haryana,2022,Urban,Below 15,Female,68.42,12.38,54.05,5317.3,21.55
Haryana,2022,Rural,Below 15,Female,52.5,11.45,56.39,4006.58,19.22
Haryana,2022,Urban,15-24,Male,75.94,15.84,52.29,3578.66,46.89
Haryana,2022,Rural,15-24,Male,63.39,20.38,39.49,4162.91,34.97
Haryana,2022,Urban,15-24,Female,86.48,14.47,51.45,5519.55,29.24
Haryana,2022,Rural,15-24,Female,84.3,10.77,47.93,6034.89,27.17
Haryana,2022,Urban,Above 24,Male,75.75,11.48,61.62,4250.34,27.3
Haryana,2022,Rural,Above 24,Male,61.73,22.14,51.92,4700.5,36.47
Haryana,2022,Urban,Above 24,Female,70.36,6.13,60.96,4501.43,21.53
Haryana,2022,Rural,Above 24,Female,58.0,13.42,76.87,2280.95,28.56
Haryana,2023,Urban,Below 15,Male,95.26,10.61,81.3,4579.86,24.66
Haryana,2023,Rural,Below 15,Male,45.58,17.03,33.37,3859.73,26.01
Haryana,2023,Urban,Below 15,Female,90.45,22.02,73.26,4128.19,20.58
Haryana,2023,Rural,Below 15,Female,67.69,24.91,41.29,2596.8,35.36
Haryana,2023,Urban,15-24,Male,91.85,8.07,72.65,4860.98,29.42
Haryana,2023,Rural,15-24,Male,64.09,27.08,38.95,3311.85,15.0
Haryana,2023,Urban,15-24,Female,89.61,19.08,71.32,4147.78,25.77
Haryana,2023,Rural,15-24,Female,56.24,19.84,13.2,3911.15,27.51
Haryana,2023,Urban,Above 24,Male,84.1,9.8,81.92,5579.31,38.47
Haryana,2023,Rural,Above 24,Male,72.71,16.06,30.29,5091.96,43.44
Haryana,2023,Urban,Above 24,Female,76.42,19.59,47.12,3576.67,36.84
Haryana,2023,Rural,Above 24,Female,65.64,22.57,44.77,3805.62,28.29
Madhya Pradesh,2015,Urban,Below 15,Male,62.67,4.36,84.59,5198.23,32.9
Madhya Pradesh,2015,Rural,Below 15,Male,50.79,14.21,26.63,5441.23,25.33
Madhya Pradesh,2015,Urban,Below 15,Female,62.14,10.15,60.4,5687.0,24.12
Madhya Pradesh,2015,Rural,Below 15,Female,49.01,5.24,44.54,4050.46,18.57
Madhya Pradesh,2015,Urban,15-24,Male,93.89,19.34,69.58,5591.46,35.3
Madhya Pradesh,2015,Rural,15-24,Male,63.77,16.8,57.27,4817.09,31.36
Madhya Pradesh,2015,Urban,15-24,Female,68.54,19.04,58.67,4418.41,41.58
Madhya Pradesh,2015,Rural,15-24,Female,60.39,14.14,29.21,5295.44,32.04
Madhya Pradesh,2015,Urban,Above 24,Male,76.71,7.45,77.28,3820.72,32.45
Madhya Pradesh,2015,Rural,Above 24,Male,60.69,11.51,35.44,4199.67,29.61
Madhya Pradesh,2015,Urban,Above 24,Female,75.35,1.0,57.89,4186.74,42.04
Madhya Pradesh,2015,Rural,Above 24,Female,52.2,16.81,67.43,3449.63,33.15
Madhya Pradesh,2016,Urban,Below 15,Male,69.98,7.48,57.95,3914.51,51.78
Madhya Pradesh,2016,Rural,Below 15,Male,76.44,21.51,52.38,3214.99,33.16
Madhya Pradesh,2016,Urban,Below 15,Female,83.73,5.73,84.48,5063.47,44.82
Madhya Pradesh,2016,Rural,Below 15,Female,58.82,10.51,39.58,5648.46,15.37
Madhya Pradesh,2016,Urban,15-24,Male,61.32,16.45,63.36,4506.18,37.56
Madhya Pradesh,2016,Rural,15-24,Male,66.47,12.63,75.67,3702.22,21.53
Madhya Pradesh,2016,Urban,15-24,Female,88.04,14.08,69.05,4886.23,38.67
Madhya Pradesh,2016,Rural,15-24,Female,63.67,29.6,12.96,5107.83,23.28
Madhya Pradesh,2016,Urban,Above 24,Male,91.72,10.71,59.91,5030.27,37.15
Madhya Pradesh,2016,Rural,Above 24,Male,74.42,10.85,37.74,4496.74,29.67
Madhya Pradesh,2016,Urban,Above 24,Female,80.5,1.0,75.01,4268.01,23.29
Madhya Pradesh,2016,Rural,Above 24,Female,55.58,14.93,10.0,3938.97,22.99
Madhya Pradesh,2017,Urban,Below 15,Male,83.33,5.97,66.77,5733.82,37.95
Madhya Pradesh,2017,Rural,Below 15,Male,77.02,13.5,53.15,4312.88,28.43
Madhya Pradesh,2017,Urban,Below 15,Female,77.1,7.02,92.4,4371.9,34.95
Madhya Pradesh,2017,Rural,Below 15,Female,77.56,21.16,23.87,4855.92,36.81
Madhya Pradesh,2017,Urban,15-24,Male,90.92,10.43,60.14,5295.65,23.91
Madhya Pradesh,2017,Rural,15-24,Male,69.0,29.88,44.28,3918.58,22.98
Madhya Pradesh,2017,Urban,15-24,Female,80.33,9.33,66.29,4766.58,40.39
Madhya Pradesh,2017,Rural,15-24,Female,73.68,18.43,62.68,4260.39,20.11
Madhya Pradesh,2017,Urban,Above 24,Male,76.28,17.19,72.48,4510.02,43.1
Madhya Pradesh,2017,Rural,Above 24,Male,53.69,9.57,20.76,4798.12,31.33
Madhya Pradesh,2017,Urban,Above 24,Female,88.43,11.22,63.94,4501.44,30.94
Madhya Pradesh,2017,Rural,Above 24,Female,46.28,29.55,52.8,4668.01,34.92
Madhya Pradesh,2018,Urban,Below 15,Male,85.09,9.3,60.53,4979.56,33.09
Madhya Pradesh,2018,Rural,Below 15,Male,59.9,23.1,49.4,5083.86,41.14
Madhya Pradesh,2018,Urban,Below 15,Female,73.22,11.58,82.15,3920.11,30.43
Madhya Pradesh,2018,Rural,Below 15,Female,64.26,11.22,79.76,3374.17,19.62
Madhya Pradesh,2018,Urban,15-24,Male,95.14,19.57,54.61,4985.83,41.74
Madhya Pradesh,2018,Rural,15-24,Male,71.7,34.99,19.14,5055.06,39.33
Madhya Pradesh,2018,Urban,15-24,Female,85.91,14.98,65.64,4855.32,36.53
Madhya Pradesh,2018,Rural,15-24,Female,73.02,27.2,29.72,4317.78,22.48
Madhya Pradesh,2018,Urban,Above 24,Male,74.14,15.08,71.62,6585.49,31.55
Madhya Pradesh,2018,Rural,Above 24,Male,68.6,16.53,35.43,4453.73,39.02
Madhya Pradesh,2018,Urban,Above 24,Female,74.14,6.03,56.12,4139.84,30.59
Madhya Pradesh,2018,Rural,Above 24,Female,74.94,9.3,40.2,4615.45,15.33
Madhya Pradesh,2019,Urban,Below 15,Male,69.66,6.6,58.06,4653.51,28.72
Madhya Pradesh,2019,Rural,Below 15,Male,62.45,18.14,70.85,5811.41,15.0
Madhya Pradesh,2019,Urban,Below 15,Female,78.77,9.11,72.33,4181.37,30.94
Madhya Pradesh,2019,Rural,Below 15,Female,64.51,13.11,31.55,4141.04,31.87
Madhya Pradesh,2019,Urban,15-24,Male,87.99,20.27,62.59,4727.08,37.7
Madhya Pradesh,2019,Rural,15-24,Male,83.66,21.71,41.69,4652.9,20.8
Madhya Pradesh,2019,Urban,15-24,Female,75.06,19.72,79.63,4283.79,31.74
Madhya Pradesh,2019,Rural,15-24,Female,58.75,25.52,43.83,4279.24,27.11
Madhya Pradesh,2019,Urban,Above 24,Male,77.37,7.76,79.87,4183.77,42.74
Madhya Pradesh,2019,Rural,Above 24,Male,82.65,11.54,46.05,3979.47,27.39
Madhya Pradesh,2019,Urban,Above 24,Female,93.02,8.46,75.4,4933.06,21.99
Madhya Pradesh,2019,Rural,Above 24,Female,54.45,9.97,31.71,2219.98,34.36
Madhya Pradesh,2020,Urban,Below 15,Male,98.54,10.74,48.76,3985.78,26.33
Madhya Pradesh,2020,Rural,Below 15,Male,57.82,20.3,57.15,3575.64,35.8
Madhya Pradesh,2020,Urban,Below 15,Female,88.27,19.51,95.0,3778.41,52.59
Madhya Pradesh,2020,Rural,Below 15,Female,59.46,13.04,49.91,4034.35,33.19
Madhya Pradesh,2020,Urban,15-24,Male,68.8,14.81,89.28,4454.35,31.13
Madhya Pradesh,2020,Rural,15-24,Male,76.75,27.85,20.17,4967.62,27.85
Madhya Pradesh,2020,Urban,15-24,Female,78.67,21.3,52.09,3689.88,15.0
Madhya Pradesh,2020,Rural,15-24,Female,61.51,28.65,43.19,3427.9,26.11
Madhya Pradesh,2020,Urban,Above 24,Male,63.12,4.37,75.83,3560.9,38.9
Madhya Pradesh,2020,Rural,Above 24,Male,67.29,16.43,40.82,5118.28,36.27
Madhya Pradesh,2020,Urban,Above 24,Female,76.35,12.82,66.82,4933.76,27.3
Madhya Pradesh,2020,Rural,Above 24,Female,63.02,14.63,38.14,3948.71,33.74
Madhya Pradesh,2021,Urban,Below 15,Male,91.11,15.86,51.15,5531.36,27.45
Madhya Pradesh,2021,Rural,Below 15,Male,74.01,11.47,47.13,4750.98,18.12
Madhya Pradesh,2021,Urban,Below 15,Female,79.08,16.73,67.38,5588.13,28.48
Madhya Pradesh,2021,Rural,Below 15,Female,71.5,4.91,81.28,5696.37,27.72
Madhya Pradesh,2021,Urban,15-24,Male,62.28,17.44,48.34,4855.88,33.29
Madhya Pradesh,2021,Rural,15-24,Male,62.59,27.6,57.08,5280.66,30.07
Madhya Pradesh,2021,Urban,15-24,Female,62.84,20.89,65.94,3388.18,40.82
Madhya Pradesh,2021,Rural,15-24,Female,87.99,21.79,77.39,4573.05,26.96
Madhya Pradesh,2021,Urban,Above 24,Male,71.7,18.19,58.3,5088.22,25.53
Madhya Pradesh,2021,Rural,Above 24,Male,63.4,21.15,39.3,4176.16,39.06
Madhya Pradesh,2021,Urban,Above 24,Female,88.97,13.22,60.18,4091.51,30.64
Madhya Pradesh,2021,Rural,Above 24,Female,66.21,11.06,55.85,4568.41,16.27
Madhya Pradesh,2022,Urban,Below 15,Male,68.71,7.48,68.91,6011.42,31.91
Madhya Pradesh,2022,Rural,Below 15,Male,59.59,17.1,39.72,4759.81,34.64
Madhya Pradesh,2022,Urban,Below 15,Female,85.09,9.88,94.58,5226.42,24.34
Madhya Pradesh,2022,Rural,Below 15,Female,85.1,17.63,32.47,5822.33,46.62
Madhya Pradesh,2022,Urban,15-24,Male,81.67,13.48,67.41,5071.79,40.22
Madhya Pradesh,2022,Rural,15-24,Male,77.7,22.51,67.47,4249.73,38.25
Madhya Pradesh,2022,Urban,15-24,Female,74.12,18.16,68.3,4455.32,26.98
Madhya Pradesh,2022,Rural,15-24,Female,80.45,18.34,33.9,6196.79,37.82
Madhya Pradesh,2022,Urban,Above 24,Male,54.15,7.17,42.82,3739.45,15.0
Madhya Pradesh,2022,Rural,Above 24,Male,66.63,10.29,45.9,3199.9,30.66
Madhya Pradesh,2022,Urban,Above 24,Female,68.85,17.51,91.17,5128.28,27.39
Madhya Pradesh,2022,Rural,Above 24,Female,82.85,8.23,23.95,4432.97,48.03
Madhya Pradesh,2023,Urban,Below 15,Male,75.98,9.08,48.37,5256.74,37.63
Madhya Pradesh,2023,Rural,Below 15,Male,75.89,12.85,34.4,3465.5,30.67
Madhya Pradesh,2023,Urban,Below 15,Female,62.2,4.11,63.64,4108.68,25.7
Madhya Pradesh,2023,Rural,Below 15,Female,67.66,16.4,40.68,4646.41,22.07
Madhya Pradesh,2023,Urban,15-24,Male,83.05,16.75,47.45,5296.56,22.95
Madhya Pradesh,2023,Rural,15-24,Male,72.9,27.82,58.89,4527.47,27.1
Madhya Pradesh,2023,Urban,15-24,Female,86.48,19.37,60.72,3864.09,15.0
Madhya Pradesh,2023,Rural,15-24,Female,68.54,21.59,62.04,4787.24,40.67
Madhya Pradesh,2023,Urban,Above 24,Male,71.03,15.69,62.07,5122.08,18.33
Madhya Pradesh,2023,Rural,Above 24,Male,70.35,6.08,40.99,4852.28,25.83
Madhya Pradesh,2023,Urban,Above 24,Female,62.5,14.23,68.45,4108.34,30.34
Madhya Pradesh,2023,Rural,Above 24,Female,89.37,21.77,62.44,4848.44,31.33
Chhattisgarh,2015,Urban,Below 15,Male,54.04,6.61,62.79,3000.09,20.74
Chhattisgarh,2015,Rural,Below 15,Male,48.19,15.81,57.28,5385.42,33.32
Chhattisgarh,2015,Urban,Below 15,Female,63.37,1.0,43.65,3484.81,22.89
Chhattisgarh,2015,Rural,Below 15,Female,61.4,10.93,50.08,4314.18,30.08
Chhattisgarh,2015,Urban,15-24,Male,93.4,10.1,76.28,4488.82,27.33
Chhattisgarh,2015,Rural,15-24,Male,80.85,26.4,30.8,4354.27,32.25
Chhattisgarh,2015,Urban,15-24,Female,74.27,18.93,74.22,5966.05,17.76
Chhattisgarh,2015,Rural,15-24,Female,65.78,17.46,54.06,3206.26,32.77
Chhattisgarh,2015,Urban,Above 24,Male,71.7,6.33,48.3,4127.94,38.68
Chhattisgarh,2015,Rural,Above 24,Male,67.75,19.14,69.97,4711.0,25.53
Chhattisgarh,2015,Urban,Above 24,Female,77.67,7.28,62.43,3284.09,37.41
Chhattisgarh,2015,Rural,Above 24,Female,59.14,16.91,29.46,4848.76,23.9
Chhattisgarh,2016,Urban,Below 15,Male,76.58,14.39,81.86,4482.38,15.85
Chhattisgarh,2016,Rural,Below 15,Male,97.93,24.73,55.84,3897.44,29.09
Chhattisgarh,2016,Urban,Below 15,Female,67.57,16.32,73.94,3872.67,26.23
Chhattisgarh,2016,Rural,Below 15,Female,74.21,24.0,67.92,5105.63,27.98
Chhattisgarh,2016,Urban,15-24,Male,49.58,17.49,69.97,4611.99,30.43
